pdf_id,incremental_updates,eof_marker_count,metadata_anomaly_score,hidden_text_spans,white_text_spans,javascript_count,embedded_files_count,signature_gap_score,render_ela_suspicious_block_ratio,render_noise_hotspot_ratio,object_count,stream_entropy,xref_mismatch_score,font_switch_score,ocr_text_layer_gap,is_scanned_pdf,has_signature,hard_subtle_case,label
PDF_06517,1,3,2.01,2,2,1,0,0.0,0.2173,0.2446,83,6.085,42.74,0.0,3.15,0,0,0,1
PDF_06518,2,2,22.91,4,0,2,0,10.2,0.26,0.2435,102,6.102,15.72,16.34,23.46,0,0,1,1
PDF_06519,0,2,29.24,3,1,0,0,6.91,0.2423,0.1872,87,6.11,35.32,17.43,5.86,0,0,0,1
PDF_06520,2,1,50.79,7,4,2,0,19.39,0.2055,0.2582,120,6.247,52.03,44.64,25.9,0,0,0,1
PDF_06521,0,3,56.3,7,6,2,0,17.45,0.2034,0.1827,140,6.055,64.84,47.65,28.49,0,0,0,1
PDF_06522,1,3,19.47,6,7,0,0,24.95,0.2225,0.2255,163,5.94,61.92,16.7,35.7,0,0,0,1
PDF_06523,3,2,34.45,8,4,1,0,57.99,0.1823,0.3926,127,5.894,38.66,57.98,37.45,0,1,1,1
PDF_06524,1,2,12.89,7,5,1,1,8.87,0.2965,0.3902,78,6.841,32.07,3.26,49.03,1,1,0,1
PDF_06525,0,1,31.02,5,6,1,0,52.58,0.3148,0.4755,119,4.913,48.13,19.4,80.88,1,1,0,1
PDF_06526,2,3,25.1,4,2,0,0,41.22,0.2299,0.215,99,6.4,32.14,20.92,14.62,0,0,1,1
PDF_06527,2,2,56.93,7,10,1,1,32.87,0.2843,0.2783,172,6.271,51.28,63.62,31.34,0,0,0,1
PDF_06528,0,2,5.43,0,0,0,0,2.08,0.1495,0.2039,108,6.256,13.31,0.0,40.79,0,0,1,1
PDF_06529,1,1,34.93,5,7,1,0,32.63,0.2838,0.3934,145,6.319,36.08,22.53,81.65,1,1,0,1
PDF_06530,1,2,34.57,6,6,3,0,66.65,0.2454,0.2053,166,5.433,55.02,33.34,41.81,0,1,0,1
PDF_06531,0,2,51.26,11,5,2,0,31.67,0.2472,0.2739,137,6.238,64.2,47.74,29.93,0,0,0,1
PDF_06532,2,2,42.13,11,5,0,0,45.98,0.4966,0.4895,145,5.98,36.31,44.84,71.63,1,0,1,1
PDF_06533,1,4,39.82,6,2,1,1,12.33,0.2161,0.1591,93,5.559,56.05,42.42,15.99,0,0,0,1
PDF_06534,1,1,17.61,1,4,0,0,7.19,0.3045,0.2509,137,6.04,31.29,45.21,16.88,0,0,1,1
PDF_06535,4,2,39.96,8,5,1,0,27.31,0.3287,0.3297,182,7.523,56.35,52.35,50.21,0,0,1,1
PDF_06536,2,2,29.31,3,5,0,0,40.19,0.397,0.4061,136,5.928,35.25,31.16,81.0,1,0,1,1
PDF_06537,1,2,5.02,7,0,0,0,50.9,0.2525,0.1851,74,5.395,23.82,0.0,18.3,0,1,1,1
PDF_06538,1,2,68.06,5,6,2,0,76.92,0.299,0.2879,95,6.22,46.53,58.22,33.81,0,1,0,1
PDF_06539,0,2,15.74,2,2,1,0,0.0,0.1667,0.2603,85,6.27,30.86,9.4,36.28,0,0,1,1
PDF_06540,1,3,62.56,11,7,3,0,51.2,0.2779,0.1854,127,6.34,23.26,53.67,54.48,0,0,0,1
PDF_06541,1,2,56.94,9,2,2,0,59.48,0.3367,0.5261,146,5.249,68.77,50.28,79.76,1,0,0,1
PDF_06542,0,3,9.25,3,5,0,0,5.0,0.199,0.1985,94,5.911,0.0,0.0,15.3,0,0,0,1
PDF_06543,1,2,26.72,6,4,2,0,46.63,0.2586,0.2868,151,4.844,56.5,45.82,33.5,0,1,0,1
PDF_06544,0,3,0.0,5,2,0,0,0.24,0.1969,0.3332,80,5.629,0.0,0.0,36.04,1,0,1,1
PDF_06545,1,1,56.78,7,5,3,0,35.69,0.2565,0.2474,149,6.842,28.86,40.66,46.85,0,0,0,1
PDF_06546,1,4,47.27,4,5,1,1,20.82,0.2508,0.2345,154,6.54,49.57,48.62,37.11,0,0,0,1
PDF_06547,2,2,13.76,2,2,0,1,42.25,0.1913,0.2575,55,5.101,31.76,7.86,0.37,0,1,1,1
PDF_06548,0,2,18.58,7,1,2,1,1.79,0.1791,0.1879,60,6.174,69.51,0.0,26.16,0,0,0,1
PDF_06549,1,2,25.58,10,5,1,0,28.83,0.275,0.2526,125,6.22,34.88,23.85,21.67,0,0,1,1
PDF_06550,0,1,22.25,4,3,1,0,0.0,0.2033,0.2024,111,5.648,53.21,1.0,28.17,0,0,0,1
PDF_06551,0,3,36.41,7,2,1,0,4.84,0.2592,0.1851,111,5.071,36.74,28.19,17.79,0,0,0,1
PDF_06552,2,2,28.71,3,4,0,0,5.81,0.2603,0.216,134,5.259,38.64,17.77,24.63,0,0,1,1
PDF_06553,0,3,14.73,5,3,0,1,19.7,0.1969,0.1633,77,5.917,43.96,0.0,23.77,0,0,0,1
PDF_06554,0,1,28.7,7,4,0,0,44.91,0.2561,0.1484,76,5.637,42.46,52.06,24.03,0,1,0,1
PDF_06555,2,3,13.82,6,6,2,0,6.52,0.1833,0.2088,76,6.272,63.16,20.25,22.07,0,0,0,1
PDF_06556,2,2,12.63,6,1,0,0,39.35,0.2604,0.1151,47,5.453,32.51,14.84,19.91,0,0,1,1
PDF_06557,2,3,33.86,9,7,1,0,30.74,0.3586,0.4705,201,5.899,40.96,33.1,78.57,1,0,1,1
PDF_06558,3,2,49.75,10,3,1,0,26.24,0.2695,0.1725,168,5.722,67.23,54.78,49.03,0,0,0,1
PDF_06559,1,1,38.48,3,8,1,0,14.71,0.2729,0.2252,135,4.467,55.53,48.35,25.63,0,0,0,1
PDF_06560,1,3,74.04,10,7,2,1,37.49,0.3435,0.3686,160,7.055,79.33,77.01,38.12,0,0,0,1
PDF_06561,1,2,12.7,6,4,1,0,0.0,0.2163,0.1732,89,5.622,42.12,29.67,21.27,0,0,0,1
PDF_06562,1,1,43.43,7,6,2,0,5.12,0.1697,0.2043,82,4.66,43.79,41.96,39.63,0,0,0,1
PDF_06563,2,1,54.82,8,8,1,0,19.05,0.3884,0.1586,122,6.197,82.64,73.01,35.27,0,0,0,1
PDF_06564,3,2,28.23,8,3,0,0,37.26,0.2492,0.3604,188,6.207,40.12,35.81,23.22,0,0,1,1
PDF_06565,1,2,8.99,8,3,0,0,11.75,0.2214,0.2029,140,5.567,35.31,8.42,13.69,0,0,0,1
PDF_06566,1,2,67.46,10,7,2,0,40.63,0.3743,0.2998,142,5.739,47.78,48.53,59.84,0,0,0,1
PDF_06567,2,1,0.0,3,0,0,0,0.85,0.1396,0.1777,32,4.868,15.9,0.0,1.76,0,0,1,1
PDF_06568,0,1,25.28,5,6,1,0,19.47,0.1793,0.2154,88,6.974,39.33,31.15,32.31,0,0,0,1
PDF_06569,0,2,42.21,7,5,0,1,10.35,0.2566,0.2481,76,4.833,48.65,41.23,21.47,0,0,0,1
PDF_06570,2,4,45.82,8,4,2,0,79.16,0.4448,0.43,165,6.194,52.87,57.71,78.06,1,1,0,1
PDF_06571,1,2,31.81,9,7,1,0,18.09,0.2048,0.2493,120,5.787,46.03,28.72,17.92,0,0,0,1
PDF_06572,1,3,37.16,7,4,2,0,13.98,0.2686,0.2544,134,5.136,38.41,46.7,31.51,0,0,0,1
PDF_06573,1,2,24.27,4,5,0,0,72.62,0.2139,0.2248,107,6.204,50.81,21.47,33.79,0,1,0,1
PDF_06574,2,1,45.37,4,7,1,0,38.99,0.2291,0.1592,118,6.36,45.01,38.74,14.02,0,0,0,1
PDF_06575,1,2,19.85,2,4,0,1,8.86,0.3104,0.3852,136,5.014,11.68,1.74,43.33,1,0,1,1
PDF_06576,0,1,19.11,5,4,0,0,1.65,0.3176,0.4895,116,5.883,40.92,17.97,71.57,1,0,0,1
PDF_06577,0,2,22.11,2,0,1,0,0.0,0.1561,0.1122,102,7.047,30.14,11.82,19.39,0,0,1,1
PDF_06578,1,2,38.26,3,6,1,0,35.45,0.288,0.4359,200,6.18,37.16,21.87,66.47,1,0,0,1
PDF_06579,1,1,5.08,4,3,0,0,5.81,0.2873,0.2308,119,5.271,17.02,2.62,38.64,0,0,1,1
PDF_06580,2,4,59.67,10,6,1,0,28.48,0.2651,0.1826,161,5.84,56.6,34.07,26.93,0,0,0,1
PDF_06581,2,3,31.7,5,8,2,0,80.06,0.2645,0.2278,149,6.25,52.34,32.08,37.01,0,1,0,1
PDF_06582,2,2,22.54,6,7,4,0,33.07,0.3356,0.5088,175,6.306,49.97,28.9,71.19,1,0,0,1
PDF_06583,1,2,58.65,9,7,2,0,79.61,0.2878,0.1902,176,5.53,62.78,59.67,50.27,0,1,0,1
PDF_06584,1,3,42.95,6,5,3,0,6.69,0.2308,0.1699,95,6.285,34.19,41.99,21.86,0,0,0,1
PDF_06585,3,3,26.58,5,3,0,0,55.19,0.2461,0.1932,123,4.921,43.48,33.82,18.83,0,1,1,1
PDF_06586,1,3,38.25,8,7,2,0,61.79,0.2474,0.2482,128,5.903,55.87,26.68,28.66,0,1,0,1
PDF_06587,0,1,0.0,4,1,0,0,0.0,0.1782,0.2874,55,6.038,19.86,11.56,21.81,0,0,1,1
PDF_06588,2,2,42.37,5,6,2,0,25.25,0.1799,0.1899,98,6.469,51.28,35.88,37.93,0,0,0,1
PDF_06589,1,2,27.76,2,8,0,0,41.82,0.3641,0.4305,127,4.833,29.32,24.1,61.11,1,1,1,1
PDF_06590,2,4,61.02,10,9,1,0,65.66,0.4477,0.4799,208,6.878,62.23,65.55,88.78,1,0,0,1
PDF_06591,0,2,25.91,5,2,1,0,0.0,0.2219,0.2613,133,6.576,21.62,28.64,19.5,0,0,0,1
PDF_06592,2,3,14.94,11,5,1,0,42.91,0.2359,0.1729,62,5.097,26.22,18.34,24.41,0,1,0,1
PDF_06593,0,1,27.27,11,5,1,0,53.97,0.2393,0.2457,63,6.276,56.0,27.36,4.72,0,1,0,1
PDF_06594,1,3,0.0,5,9,1,1,7.25,0.2393,0.2337,101,5.991,27.88,20.81,35.34,0,0,0,1
PDF_06595,1,3,27.86,8,6,0,0,0.0,0.188,0.1686,112,5.798,29.49,5.97,20.59,0,0,1,1
PDF_06596,2,2,13.51,4,3,0,0,10.41,0.2062,0.222,73,6.338,18.71,12.87,19.84,0,0,0,1
PDF_06597,0,3,37.18,8,3,2,0,39.77,0.4681,0.5131,205,7.277,41.52,44.54,71.07,1,0,1,1
PDF_06598,1,2,57.45,8,10,2,1,37.08,0.2804,0.343,155,6.091,55.15,50.93,0.0,0,0,0,1
PDF_06599,2,2,1.32,9,4,2,0,18.0,0.1959,0.2018,104,5.369,17.4,34.15,25.82,0,0,0,1
PDF_06600,2,2,25.46,5,6,1,0,20.74,0.2513,0.2588,91,7.273,29.93,26.45,30.39,0,0,1,1
PDF_06601,0,1,13.6,3,5,0,0,3.42,0.1761,0.1911,83,5.296,28.71,0.0,18.5,0,0,1,1
PDF_06602,2,4,39.54,5,4,2,0,13.98,0.2665,0.1683,99,6.6,51.46,38.69,14.9,0,0,0,1
PDF_06603,1,3,17.53,6,4,2,0,28.42,0.1439,0.2387,70,6.24,47.37,19.16,13.2,0,1,0,1
PDF_06604,0,1,40.23,9,4,1,1,19.13,0.2728,0.1881,113,6.9,55.83,68.84,25.85,0,0,0,1
PDF_06605,1,1,31.69,7,7,1,0,21.37,0.3369,0.3656,137,6.106,35.56,23.94,89.02,1,1,0,1
PDF_06606,0,2,33.61,6,7,1,0,20.83,0.3958,0.3067,124,5.3,17.74,46.13,30.48,0,0,1,1
PDF_06607,1,2,0.0,4,3,1,0,0.93,0.1945,0.2386,72,6.162,38.02,0.0,13.59,0,0,0,1
PDF_06608,2,3,36.71,7,8,1,0,16.68,0.4249,0.4395,212,6.613,85.57,62.7,79.67,1,0,0,1
PDF_06609,2,1,0.0,3,1,1,0,3.27,0.1001,0.2111,55,5.378,18.0,11.62,8.37,0,0,0,1
PDF_06610,3,2,26.03,5,7,2,1,6.47,0.2512,0.2433,140,5.555,45.13,70.7,23.37,0,0,0,1
PDF_06611,0,3,2.46,4,3,1,0,10.67,0.2018,0.2037,105,5.294,41.44,16.49,16.2,0,0,0,1
PDF_06612,2,1,4.85,3,3,0,0,34.29,0.2072,0.2442,126,6.1,28.84,8.4,25.18,0,0,1,1
PDF_06613,1,1,24.92,5,7,2,0,13.08,0.2782,0.1837,113,6.41,51.5,49.95,42.62,0,0,0,1
PDF_06614,2,3,23.88,4,5,2,0,21.58,0.2602,0.258,130,6.212,36.32,27.83,19.21,0,0,1,1
PDF_06615,0,2,19.35,6,0,0,0,13.86,0.2379,0.2049,83,5.563,48.48,29.12,24.7,0,0,0,1
PDF_06616,1,1,21.15,3,1,1,0,17.77,0.3212,0.392,136,5.71,27.62,21.58,64.92,1,0,1,1
PDF_06617,2,2,34.5,2,4,0,1,0.0,0.332,0.4842,104,5.251,16.13,0.0,58.38,1,0,0,1
PDF_06618,1,2,15.35,6,5,2,0,14.94,0.2281,0.2195,149,6.425,20.7,17.49,19.39,0,0,1,1
PDF_06619,1,2,29.74,4,6,1,0,27.44,0.293,0.2512,106,6.242,40.51,46.23,12.49,0,0,1,1
PDF_06620,0,2,24.52,10,2,1,0,60.61,0.2645,0.2857,115,6.581,50.88,17.37,28.83,0,1,0,1
PDF_06621,0,2,28.46,2,4,1,0,51.01,0.2986,0.376,89,5.623,30.94,19.76,74.85,1,1,0,1
PDF_06622,2,2,42.8,6,5,2,0,15.63,0.231,0.2714,132,7.481,54.24,46.96,36.9,0,0,0,1
PDF_06623,1,2,52.52,10,4,2,0,44.86,0.3138,0.2132,222,5.781,50.07,45.17,32.51,0,0,0,1
PDF_06624,2,2,16.57,7,0,1,0,14.86,0.2007,0.1876,111,5.586,25.63,20.21,23.75,0,0,1,1
PDF_06625,1,2,40.6,8,3,0,0,0.0,0.3361,0.3562,89,6.597,21.55,34.01,69.29,1,0,0,1
PDF_06626,1,1,1.31,5,0,0,1,3.57,0.187,0.2699,97,4.92,27.31,0.0,0.0,0,0,0,1
PDF_06627,3,2,45.46,6,7,2,0,22.55,0.3013,0.2391,149,6.17,81.65,40.63,24.72,0,0,0,1
PDF_06628,2,2,54.93,11,8,2,0,72.86,0.3135,0.2765,146,6.363,72.34,65.75,39.24,0,1,0,1
PDF_06629,1,2,24.16,6,6,0,0,24.15,0.2941,0.4238,124,5.105,28.49,3.4,57.96,1,0,0,1
PDF_06630,2,1,63.13,7,4,0,0,11.11,0.3964,0.4838,145,7.246,62.74,73.32,84.39,1,0,0,1
PDF_06631,3,3,4.42,5,6,1,0,15.58,0.1786,0.1869,105,5.438,23.11,15.26,17.31,0,0,0,1
PDF_06632,2,3,19.06,6,2,0,0,47.83,0.301,0.1896,61,7.229,24.59,24.92,46.28,0,1,1,1
PDF_06633,1,1,59.85,8,2,2,0,35.0,0.4759,0.4766,144,6.368,44.24,46.06,81.8,1,0,0,1
PDF_06634,1,1,21.63,7,3,1,0,20.64,0.2106,0.2209,129,5.286,24.05,35.96,16.2,0,0,0,1
PDF_06635,2,1,7.75,4,0,0,1,0.0,0.1906,0.1027,81,6.054,20.61,3.26,3.66,0,0,1,1
PDF_06636,1,2,26.05,4,5,1,0,33.71,0.3634,0.4646,119,6.722,39.48,0.0,73.49,1,1,0,1
PDF_06637,2,1,48.4,6,6,1,0,44.02,0.2087,0.2559,119,5.987,48.74,29.88,35.77,0,0,0,1
PDF_06638,0,2,21.41,5,6,2,0,31.82,0.1841,0.207,31,4.383,21.8,0.0,13.34,0,1,0,1
PDF_06639,2,3,57.36,10,7,2,0,3.24,0.2919,0.2355,124,5.423,55.79,39.27,32.55,0,0,0,1
PDF_06640,1,1,20.08,2,4,1,1,2.72,0.1359,0.1847,94,6.627,37.7,44.89,37.1,0,0,0,1
PDF_06641,0,3,26.22,7,4,0,0,15.59,0.2858,0.2257,174,6.005,52.52,26.83,43.64,0,0,1,1
PDF_06642,0,1,23.51,6,5,2,0,7.98,0.2538,0.3756,89,6.064,54.53,22.88,66.47,1,0,0,1
PDF_06643,2,3,33.65,7,7,1,0,16.4,0.337,0.2892,138,5.751,56.45,32.56,29.31,0,0,0,1
PDF_06644,3,4,8.42,2,0,0,0,5.18,0.2842,0.3202,40,6.419,39.21,13.72,23.81,0,0,1,1
PDF_06645,0,2,27.89,7,1,2,0,12.61,0.1921,0.2246,125,4.392,29.28,18.0,24.58,0,0,0,1
PDF_06646,3,2,28.53,5,2,1,0,43.81,0.2815,0.1945,160,6.199,48.61,21.77,37.39,0,1,0,1
PDF_06647,2,3,28.5,5,6,1,0,72.65,0.3257,0.2997,144,6.06,46.93,27.44,39.25,0,1,1,1
PDF_06648,1,3,32.78,7,4,1,0,15.28,0.2173,0.098,79,6.62,27.87,27.06,18.75,0,0,0,1
PDF_06649,2,3,42.48,9,7,2,0,62.73,0.3154,0.2885,143,5.574,44.5,51.64,16.99,0,1,1,1
PDF_06650,1,1,6.24,3,1,0,0,7.7,0.2269,0.1483,97,5.095,42.87,21.16,36.72,0,0,0,1
PDF_06651,0,2,8.7,1,3,1,0,0.0,0.1468,0.2564,99,4.933,27.02,16.08,14.28,0,0,1,1
PDF_06652,2,2,27.4,6,8,1,0,78.08,0.2425,0.3004,145,6.449,35.92,23.53,46.87,0,1,0,1
PDF_06653,2,4,32.71,5,6,1,0,17.21,0.2576,0.1775,96,5.988,55.11,29.56,3.64,0,0,0,1
PDF_06654,1,2,45.76,13,9,2,0,47.72,0.4053,0.5582,195,6.442,69.06,59.64,81.16,1,0,0,1
PDF_06655,2,2,29.4,4,2,0,1,26.56,0.2724,0.2079,135,6.753,32.82,33.82,37.0,0,0,1,1
PDF_06656,0,2,11.23,7,1,1,0,24.72,0.1925,0.1309,75,5.806,24.61,30.46,16.14,0,1,0,1
PDF_06657,1,3,45.28,6,6,1,0,47.59,0.2591,0.2438,142,6.275,55.71,59.38,28.35,0,0,0,1
PDF_06658,2,2,26.98,5,5,2,0,16.02,0.29,0.3267,106,6.202,32.81,39.07,88.76,1,0,0,1
PDF_06659,0,2,35.87,6,4,1,1,42.84,0.1293,0.2229,126,5.575,38.56,28.69,17.8,0,1,0,1
PDF_06660,0,2,24.2,3,3,1,1,2.12,0.17,0.1864,140,4.584,26.12,4.96,20.72,0,0,0,1
PDF_06661,1,3,22.97,4,4,0,0,19.62,0.1861,0.1269,185,5.718,43.76,27.28,28.19,0,0,1,1
PDF_06662,0,1,35.52,5,5,1,0,9.54,0.3213,0.3519,112,5.119,37.2,27.38,70.53,1,0,0,1
PDF_06663,1,2,5.89,5,1,0,0,0.82,0.0959,0.2079,79,5.638,15.61,0.0,4.48,0,0,0,1
PDF_06664,1,2,32.91,6,4,2,0,13.84,0.2681,0.2312,109,6.929,34.52,52.07,46.28,0,0,0,1
PDF_06665,1,1,33.66,4,4,1,0,0.0,0.2218,0.2319,65,5.109,37.5,49.38,23.23,0,0,0,1
PDF_06666,2,3,0.0,4,2,0,1,0.0,0.1651,0.1212,39,5.734,26.23,0.0,16.28,0,0,0,1
PDF_06667,1,2,11.47,5,2,0,0,24.75,0.2251,0.2246,56,4.826,21.03,12.7,20.17,0,0,0,1
PDF_06668,2,2,37.31,5,3,0,0,22.37,0.2167,0.1187,103,5.298,33.21,16.71,40.8,0,0,0,1
PDF_06669,0,2,0.0,8,7,2,1,38.73,0.1847,0.1271,151,6.213,41.22,10.89,10.05,0,1,0,1
PDF_06670,3,2,6.92,6,6,1,0,0.0,0.1383,0.1701,121,5.976,68.2,0.0,0.0,0,0,0,1
PDF_06671,2,1,21.24,4,3,1,0,0.0,0.2208,0.2597,55,5.781,36.84,5.82,9.54,0,0,0,1
PDF_06672,2,3,41.02,7,5,1,0,3.38,0.3397,0.1767,153,6.35,56.25,58.58,25.82,0,0,0,1
PDF_06673,3,2,15.35,7,3,2,1,30.36,0.2969,0.3397,137,5.59,41.79,9.77,69.06,1,0,0,1
PDF_06674,1,3,22.48,6,5,2,0,57.64,0.1874,0.1332,102,5.426,42.21,12.97,21.21,0,1,0,1
PDF_06675,2,2,8.58,4,3,0,0,34.59,0.1346,0.291,93,5.56,15.57,17.6,13.01,0,1,1,1
PDF_06676,1,1,25.71,7,8,2,0,12.2,0.3078,0.1656,102,6.359,55.77,45.99,9.68,0,0,0,1
PDF_06677,0,2,30.25,6,6,0,1,61.01,0.2413,0.2209,92,5.939,28.18,22.26,29.04,0,1,1,1
PDF_06678,0,3,23.88,2,5,2,0,17.05,0.2311,0.2784,137,6.013,19.35,38.09,16.01,0,0,1,1
PDF_06679,2,3,30.23,8,4,3,0,35.96,0.2967,0.3032,134,5.642,24.09,16.4,28.16,0,0,0,1
PDF_06680,1,2,22.56,4,3,2,0,39.12,0.2312,0.1563,119,5.54,35.92,0.46,33.01,0,1,0,1
PDF_06681,2,1,33.71,8,5,2,0,24.64,0.2593,0.2857,112,7.417,41.23,15.91,46.07,0,0,0,1
PDF_06682,2,2,11.6,3,4,1,0,12.28,0.1509,0.1488,68,5.359,38.95,17.56,25.03,0,0,0,1
PDF_06683,1,2,30.58,7,5,1,1,17.01,0.2282,0.1811,108,5.483,55.37,18.78,46.86,0,0,0,1
PDF_06684,0,2,26.81,6,3,1,0,60.65,0.2633,0.2629,95,5.965,36.25,24.79,38.36,0,1,1,1
PDF_06685,1,2,59.69,7,7,1,0,22.15,0.2699,0.1878,158,5.682,46.48,53.42,35.6,0,0,0,1
PDF_06686,1,3,0.0,5,3,0,0,0.0,0.1344,0.2897,78,5.04,0.0,0.0,11.08,0,0,1,1
PDF_06687,0,2,6.98,5,1,0,0,41.51,0.1882,0.2477,124,5.464,20.6,7.74,23.47,0,1,1,1
PDF_06688,2,2,48.36,3,1,0,0,13.95,0.2125,0.309,139,5.633,55.37,39.61,25.37,0,0,0,1
PDF_06689,1,2,0.0,3,1,1,0,0.0,0.1713,0.1693,32,5.145,16.19,0.0,0.0,0,0,0,1
PDF_06690,2,1,15.29,4,6,1,0,7.29,0.3043,0.2131,132,5.193,53.88,23.31,21.07,0,0,0,1
PDF_06691,2,3,27.43,2,2,1,0,0.0,0.1909,0.19,91,6.406,34.76,17.25,12.56,0,0,0,1
PDF_06692,1,3,15.24,6,3,1,0,31.11,0.2047,0.2463,96,7.001,27.76,30.59,27.72,0,0,1,1
PDF_06693,2,2,54.03,11,8,2,0,19.44,0.292,0.236,182,6.288,52.85,63.63,45.14,0,0,0,1
PDF_06694,1,1,21.5,5,6,2,0,27.61,0.2859,0.1439,141,6.296,37.42,25.44,25.66,0,1,0,1
PDF_06695,2,1,22.97,8,6,1,0,15.61,0.3202,0.4514,130,5.468,35.73,29.82,68.21,1,0,0,1
PDF_06696,2,2,25.44,5,7,2,0,1.25,0.2017,0.2403,105,5.715,44.29,20.27,18.54,0,0,0,1
PDF_06697,2,3,22.15,1,3,1,0,0.0,0.2203,0.1757,118,5.62,28.34,18.88,22.14,0,0,1,1
PDF_06698,1,3,23.77,5,3,1,0,51.49,0.1585,0.2588,110,5.951,44.25,11.6,22.26,0,1,0,1
PDF_06699,0,2,0.0,1,0,1,0,0.0,0.1659,0.103,27,6.362,8.85,4.11,16.5,0,0,1,1
PDF_06700,0,2,30.88,8,3,1,0,22.07,0.2293,0.1822,86,6.298,49.84,35.4,16.82,0,0,0,1
PDF_06701,1,2,39.29,4,6,2,0,0.48,0.3357,0.3343,94,6.228,40.33,36.49,66.68,1,0,0,1
PDF_06702,1,2,0.0,8,4,1,0,17.38,0.2021,0.2073,69,5.786,37.02,27.18,13.83,0,0,0,1
PDF_06703,0,3,9.71,6,0,1,0,4.33,0.1616,0.1141,64,6.669,24.3,12.75,27.7,0,0,0,1
PDF_06704,1,1,0.0,4,0,0,0,9.82,0.1996,0.1797,68,4.961,5.23,17.47,20.89,0,0,1,1
PDF_06705,1,2,45.21,9,5,1,0,16.42,0.2336,0.2447,149,5.484,51.68,38.44,23.03,0,0,0,1
PDF_06706,1,2,49.49,4,7,2,0,0.51,0.2778,0.1648,71,5.958,41.31,41.97,27.55,0,0,0,1
PDF_06707,1,2,30.92,5,7,1,1,6.17,0.315,0.4329,71,6.28,55.36,27.89,76.25,1,0,0,1
PDF_06708,1,3,43.52,3,3,2,0,8.18,0.3714,0.4473,166,5.48,55.78,34.12,78.27,1,0,0,1
PDF_06709,0,1,9.9,7,0,0,0,3.32,0.1513,0.1161,69,5.867,15.6,18.92,22.38,0,0,1,1
PDF_06710,2,2,41.47,11,6,1,0,35.42,0.2126,0.2343,133,5.544,50.41,29.33,23.07,0,1,0,1
PDF_06711,0,2,32.85,7,3,2,0,0.0,0.1745,0.2644,122,6.154,45.12,60.99,13.33,0,0,0,1
PDF_06712,1,2,34.32,12,5,1,0,20.81,0.2912,0.2899,151,6.388,39.1,50.78,31.45,0,0,0,1
PDF_06713,3,2,22.28,4,1,0,0,26.72,0.2287,0.2195,79,5.354,13.84,29.55,38.91,0,0,1,1
PDF_06714,0,2,3.58,8,2,0,0,33.29,0.1665,0.1814,123,5.674,31.0,11.25,34.6,0,1,0,1
PDF_06715,0,1,28.36,4,2,1,0,0.0,0.1951,0.3531,101,4.823,28.15,1.15,56.98,1,0,0,1
PDF_06716,1,2,24.99,7,7,2,0,18.18,0.2596,0.1951,143,5.699,28.01,24.47,8.67,0,0,0,1
PDF_06717,2,2,53.92,10,6,1,0,42.89,0.2355,0.1887,95,5.899,62.09,54.07,20.18,0,0,0,1
PDF_06718,1,3,31.11,6,3,3,1,7.47,0.235,0.2113,104,5.477,50.25,45.32,17.32,0,0,0,1
PDF_06719,0,1,54.35,9,4,0,1,94.62,0.3274,0.4406,143,5.996,62.22,20.79,90.88,1,1,0,1
PDF_06720,0,2,3.09,3,0,0,0,0.0,0.2087,0.1014,74,5.567,28.86,0.0,15.24,0,0,1,1
PDF_06721,2,4,18.35,5,2,0,0,4.57,0.218,0.1725,119,6.223,30.14,34.65,26.82,0,0,1,1
PDF_06722,1,3,0.0,1,1,1,0,0.0,0.2883,0.4225,83,5.351,11.45,1.47,47.77,1,0,0,1
PDF_06723,2,2,29.42,6,3,2,0,7.87,0.2134,0.22,105,5.552,28.99,21.13,38.08,0,0,0,1
PDF_06724,0,3,69.65,9,7,2,0,35.45,0.3591,0.3091,178,6.611,53.91,59.82,47.9,0,0,0,1
PDF_06725,1,2,8.45,4,5,0,0,0.0,0.2051,0.1872,84,4.995,15.64,21.8,28.16,0,0,0,1
PDF_06726,0,2,7.7,5,2,1,0,0.0,0.2784,0.3773,69,3.892,8.82,14.17,62.92,1,0,1,1
PDF_06727,2,3,36.0,5,5,1,0,46.04,0.2743,0.2081,127,5.939,53.83,44.73,35.33,0,1,0,1
PDF_06728,1,2,51.69,6,10,2,0,64.18,0.1723,0.2132,140,6.027,47.13,48.35,37.31,0,1,0,1
PDF_06729,1,1,21.37,7,4,2,0,23.4,0.2704,0.2243,119,5.456,30.33,25.92,28.0,0,0,1,1
PDF_06730,0,1,3.0,1,1,0,0,50.36,0.1363,0.1669,65,5.798,10.94,25.41,20.09,0,1,1,1
PDF_06731,1,3,60.58,6,6,3,0,29.85,0.3599,0.2941,163,6.072,68.18,72.92,38.2,0,0,0,1
PDF_06732,1,2,4.6,5,0,0,0,2.19,0.1699,0.0912,39,5.195,10.18,8.01,11.06,0,0,1,1
PDF_06733,0,2,57.12,10,5,1,0,3.6,0.2076,0.297,153,7.206,58.47,42.52,4.97,0,0,0,1
PDF_06734,0,2,17.53,3,6,1,0,46.71,0.2409,0.1808,97,6.298,43.86,37.67,16.03,0,1,0,1
PDF_06735,0,2,47.11,6,3,1,0,6.91,0.2039,0.1717,135,5.93,57.89,26.56,31.75,0,0,0,1
PDF_06736,2,2,29.75,8,7,1,0,0.0,0.2509,0.1608,126,4.921,62.65,56.08,22.55,0,0,0,1
